event_id,citizen_id,city_zone,temperature_c,air_quality_index,energy_consumption_kwh,transport_mode,activity_type,noise_db,timestamp,renewable_energy_source,security_alert_flag,predicted_crowd_density
4987,45638,Hydra Loop,24.07,165,0.519,HyperLoop,Work,74.5,2032-06-16 01:03:47,Wind,0,0.64
4988,46277,AeroTech District,24.51,166,7.733,Walk,Commute,65.3,2032-06-12 16:34:27,Wind,0,0.41
4989,37162,Quantum Bay,32.53,66,0.171,MagRail,Commute,68.2,2032-12-23 19:21:38,FusionCell,0,0.4
4990,10470,Quantum Bay,20.94,43,0.342,MagRail,Leisure,62.0,2032-04-01 21:20:16,Wind,0,0.5
4991,28636,Hydra Loop,28.47,110,6.601,MagRail,Work,64.1,2032-03-20 09:32:37,FusionCell,0,0.65
4992,90245,AeroTech District,35.26,71,0.359,MagRail,Health,49.9,2032-08-27 18:36:57,Wind,0,0.13
4993,34339,Neon Habitat,25.62,51,9.057,E-Bike,Work,47.9,2032-08-13 21:20:56,FusionCell,1,0.57
4994,66062,AeroTech District,23.66,64,3.604,HoverCab,Leisure,70.1,2032-06-21 05:00:19,Solar,0,0.41
4995,19409,AeroTech District,23.83,163,0.588,HoverCab,Work,67.0,2032-03-08 22:54:33,FusionCell,0,0.58
4996,59285,Neon Habitat,18.85,140,1.027,MagRail,Shopping,74.2,2032-05-13 21:02:41,HydroGrid,0,0.92
4997,53405,Neon Habitat,27.29,62,0.746,Walk,Shopping,73.1,2032-09-03 06:52:27,FusionCell,0,0.89
4998,59456,Neon Habitat,28.68,146,0.656,Walk,Work,66.5,2032-04-16 21:35:59,Wind,0,0.77
4999,74842,Neon Habitat,30.34,39,0.981,MagRail,Commute,69.7,2032-12-02 04:08:40,Wind,0,0.45
5000,52849,Neon Habitat,30.91,115,2.101,HyperLoop,Health,59.7,2032-05-15 14:26:04,Solar,0,0.45
5001,21348,Solaris Sector,32.05,170,6.577,E-Bike,Health,57.7,2032-11-04 06:03:54,Solar,0,0.63
5002,21786,Quantum Bay,26.95,165,7.243,HoverCab,Health,66.7,2032-02-28 22:49:13,FusionCell,0,0.19
5003,28846,Hydra Loop,28.67,62,0.57,HoverCab,Commute,46.8,2032-08-14 07:47:34,Solar,0,0.59
5004,93328,Neon Habitat,26.75,134,5.99,HoverCab,Leisure,81.5,2032-07-27 22:48:57,Wind,0,0.4
5005,90931,Quantum Bay,28.22,75,1.181,HoverCab,Work,66.6,2032-07-07 18:59:14,Solar,0,0.1
5006,96299,Quantum Bay,31.16,45,1.172,E-Bike,Delivery,66.5,2032-01-07 11:49:00,Wind,0,0.87
5007,81920,Neon Habitat,28.46,41,1.847,HyperLoop,Commute,55.3,2032-01-31 21:05:14,FusionCell,0,0.51
5008,85288,Solaris Sector,30.09,158,1.336,HoverCab,Work,75.3,2032-12-10 09:10:14,Solar,0,0.12
5009,16146,Quantum Bay,32.26,124,0.777,HoverCab,Leisure,65.9,2032-01-09 14:36:26,Wind,0,0.46
5010,47298,AeroTech District,28.31,152,0.765,Walk,Health,75.1,2032-12-20 17:26:32,Solar,0,0.93
5011,62587,Quantum Bay,29.67,150,2.534,HyperLoop,Shopping,61.0,2032-01-19 01:29:12,Wind,0,0.55
5012,89397,Solaris Sector,37.6,128,6.077,Walk,Health,68.7,2032-05-22 00:21:38,Solar,0,0.81
5013,53081,Neon Habitat,33.19,133,6.163,HyperLoop,Shopping,74.5,2032-12-09 10:01:25,Solar,0,0.65
5014,60409,Hydra Loop,26.07,61,2.487,Walk,Commute,70.8,2032-01-18 13:06:55,HydroGrid,0,0.73
5015,41900,Hydra Loop,31.76,89,2.649,HoverCab,Shopping,67.4,2032-01-24 17:53:55,Wind,0,0.86
5016,51939,Quantum Bay,33.06,21,0.343,E-Bike,Shopping,59.5,2032-06-06 08:19:22,Wind,0,0.29
5017,83839,Solaris Sector,27.95,71,7.205,Walk,Work,67.1,2032-12-10 19:04:25,HydroGrid,0,0.22
5018,41600,AeroTech District,29.26,90,1.532,HyperLoop,Health,67.3,2032-12-27 22:32:32,HydroGrid,0,0.99
5019,91203,Solaris Sector,27.79,80,0.161,HoverCab,Shopping,69.9,2032-09-15 01:41:17,Wind,0,0.45
5020,35806,Solaris Sector,29.98,148,1.09,HyperLoop,Delivery,80.7,2032-08-28 13:35:25,HydroGrid,0,0.23
5021,14895,Hydra Loop,32.89,22,1.647,E-Bike,Health,76.5,2032-12-20 00:51:31,Solar,0,0.12
5022,89607,Quantum Bay,25.96,91,2.809,Walk,Leisure,82.9,2032-11-15 02:14:23,Wind,0,0.44
5023,15537,Neon Habitat,31.92,131,3.745,E-Bike,Leisure,78.1,2032-04-04 16:38:32,FusionCell,0,0.71
5024,93835,Hydra Loop,26.74,52,2.536,HyperLoop,Leisure,67.5,2032-03-03 12:20:38,Solar,0,0.14
5025,59156,Quantum Bay,30.38,22,6.507,MagRail,Health,40.4,2032-01-14 01:29:49,Wind,0,0.53
5026,38301,AeroTech District,30.39,76,2.681,E-Bike,Work,62.0,2032-04-23 12:21:47,Wind,0,0.43
5027,16719,Neon Habitat,31.83,150,1.181,HyperLoop,Leisure,75.0,2032-11-25 20:11:24,FusionCell,0,0.37
5028,78639,AeroTech District,33.36,146,2.82,HoverCab,Work,73.0,2032-05-02 09:27:25,Solar,0,0.38
5029,50442,Hydra Loop,29.37,127,9.999,E-Bike,Health,64.2,2032-12-16 19:56:01,HydroGrid,0,0.73
5030,52925,Neon Habitat,32.08,88,2.746,Walk,Shopping,53.0,2032-10-11 15:44:52,FusionCell,0,0.97
5031,20892,Quantum Bay,30.8,122,8.056,MagRail,Health,61.0,2032-09-28 00:02:47,Solar,0,0.53
5032,79378,Quantum Bay,20.71,61,3.066,HyperLoop,Shopping,38.1,2032-05-10 04:27:16,Wind,1,0.77
5033,26429,Quantum Bay,29.56,165,5.175,MagRail,Work,55.7,2032-11-09 17:23:35,HydroGrid,0,0.35
5034,86352,Neon Habitat,30.4,172,2.961,E-Bike,Delivery,66.0,2032-05-21 10:04:57,FusionCell,0,0.87
5035,30342,Solaris Sector,26.56,53,5.543,MagRail,Commute,68.0,2032-10-19 20:29:53,FusionCell,0,0.46
5036,63144,Quantum Bay,32.71,114,3.864,Walk,Health,66.1,2032-03-25 01:58:58,FusionCell,0,0.96
5037,59569,Solaris Sector,35.72,72,5.036,E-Bike,Shopping,65.8,2032-07-04 00:38:06,HydroGrid,0,0.33
5038,61656,Hydra Loop,36.09,108,4.265,HoverCab,Leisure,66.1,2032-02-09 15:10:19,HydroGrid,0,0.78
5039,14279,Quantum Bay,31.75,179,1.269,HyperLoop,Commute,59.3,2032-12-15 00:14:51,HydroGrid,0,0.54
5040,14185,Quantum Bay,29.1,20,0.826,Walk,Shopping,60.8,2032-08-31 11:10:01,HydroGrid,0,0.75
5041,12837,Solaris Sector,31.27,106,5.488,Walk,Shopping,46.7,2032-12-02 02:15:58,FusionCell,0,0.73
5042,76128,Neon Habitat,24.38,38,4.73,HyperLoop,Commute,73.8,2032-09-05 13:10:38,Solar,0,0.5
5043,76959,Neon Habitat,24.94,48,0.944,E-Bike,Leisure,72.9,2032-12-11 16:55:39,Wind,0,0.85
5044,43302,Hydra Loop,33.4,123,3.729,Walk,Leisure,50.3,2032-11-17 01:16:07,FusionCell,0,0.57
5045,65456,AeroTech District,24.17,88,0.023,E-Bike,Delivery,54.2,2032-05-14 02:47:53,Wind,0,0.25
5046,16988,Quantum Bay,32.57,25,7.251,MagRail,Shopping,57.2,2032-07-26 10:41:37,Wind,0,0.97
5047,17246,Hydra Loop,27.62,25,0.897,MagRail,Delivery,75.7,2032-06-30 01:03:10,Solar,0,0.49
5048,81323,Quantum Bay,30.78,43,3.68,HoverCab,Commute,76.7,2032-11-27 09:18:52,Wind,0,0.26
5049,57502,Hydra Loop,24.53,121,7.261,HoverCab,Shopping,67.3,2032-06-04 13:09:49,Solar,0,0.19
5050,31622,Hydra Loop,36.76,100,1.592,HyperLoop,Delivery,47.0,2032-01-09 15:30:08,Wind,0,0.11
5051,72746,Hydra Loop,23.98,40,1.846,HyperLoop,Commute,66.1,2032-02-18 04:46:35,FusionCell,0,0.11
5052,79888,Neon Habitat,35.11,116,0.867,E-Bike,Work,68.4,2032-01-14 18:10:03,Solar,0,0.97
5053,76474,Solaris Sector,29.36,113,1.674,HoverCab,Delivery,62.3,2032-06-02 17:34:53,Wind,0,0.83
5054,45947,Neon Habitat,33.09,33,0.913,Walk,Delivery,60.1,2032-03-02 07:33:50,Solar,0,0.29
5055,38948,Quantum Bay,28.06,77,3.872,HyperLoop,Delivery,64.9,2032-12-14 00:50:51,HydroGrid,0,0.36
5056,97775,Solaris Sector,23.85,116,0.575,E-Bike,Shopping,52.8,2032-12-19 09:18:43,Wind,0,0.61
5057,78997,Solaris Sector,17.33,170,2.638,E-Bike,Delivery,57.0,2032-05-20 05:38:27,FusionCell,0,0.35
5058,97526,Hydra Loop,23.55,39,1.29,MagRail,Delivery,67.6,2032-10-18 23:33:48,Wind,0,0.63
5059,84705,Solaris Sector,30.64,42,0.922,Walk,Health,62.0,2032-11-15 01:29:13,HydroGrid,0,0.11
5060,50538,Quantum Bay,35.08,129,3.325,HyperLoop,Work,47.8,2032-05-23 07:03:26,Wind,0,0.66
5061,18689,Hydra Loop,27.9,62,4.637,Walk,Work,65.3,2032-05-25 10:19:12,HydroGrid,0,0.19
5062,96092,Hydra Loop,24.4,66,2.985,Walk,Health,63.9,2032-01-03 11:54:25,HydroGrid,0,0.8
5063,50540,Neon Habitat,33.38,67,0.339,HyperLoop,Leisure,52.8,2032-04-12 13:21:15,HydroGrid,0,0.57
5064,79405,Quantum Bay,28.54,95,4.511,HyperLoop,Health,58.5,2032-08-21 17:03:52,Solar,0,0.24
5065,67320,AeroTech District,27.3,22,1.615,E-Bike,Delivery,59.2,2032-09-04 12:12:35,HydroGrid,0,0.49
5066,23821,AeroTech District,24.8,119,2.97,Walk,Commute,60.9,2032-07-26 12:00:17,HydroGrid,0,0.54
5067,86297,Quantum Bay,26.8,49,3.4,HyperLoop,Shopping,62.0,2032-03-01 15:38:41,Wind,0,0.13
5068,18528,Solaris Sector,23.92,160,1.033,HyperLoop,Work,75.0,2032-11-30 17:10:47,HydroGrid,0,0.71
5069,89132,Neon Habitat,34.2,53,1.073,Walk,Shopping,68.7,2032-09-20 11:16:44,Solar,0,0.56
5070,23576,AeroTech District,22.92,60,0.728,E-Bike,Commute,62.9,2032-07-29 15:08:16,Wind,0,0.72
5071,88995,AeroTech District,31.47,23,5.256,HoverCab,Commute,86.0,2032-07-27 04:22:10,HydroGrid,0,0.89
5072,31520,Hydra Loop,28.5,125,5.669,Walk,Shopping,59.5,2032-01-17 11:32:41,Solar,0,0.11
5073,29861,AeroTech District,24.02,178,1.517,HoverCab,Health,50.8,2032-03-02 11:18:26,FusionCell,1,0.47
5074,61179,Neon Habitat,27.03,89,2.469,HoverCab,Leisure,64.3,2032-09-01 04:34:40,Solar,0,0.7
5075,52615,Quantum Bay,29.78,89,1.645,HoverCab,Leisure,73.6,2032-10-18 04:28:47,FusionCell,0,0.41
5076,81026,AeroTech District,38.2,98,0.443,Walk,Delivery,71.0,2032-05-06 16:14:45,FusionCell,0,0.2
5077,35200,Solaris Sector,26.89,167,0.011,HyperLoop,Leisure,83.5,2032-07-04 20:05:30,Wind,0,0.15
5078,74675,Quantum Bay,32.3,68,0.104,Walk,Shopping,67.1,2032-04-02 05:15:11,Solar,0,0.3
5079,85300,Solaris Sector,36.28,148,0.259,MagRail,Health,76.3,2032-11-09 06:55:18,Wind,0,0.47
5080,32219,AeroTech District,33.18,167,4.596,HoverCab,Leisure,84.5,2032-07-27 15:43:28,Solar,0,0.9
5081,25263,Solaris Sector,25.4,129,4.721,Walk,Work,69.0,2032-11-29 13:23:27,Solar,0,0.77
5082,45257,AeroTech District,30.35,142,1.49,MagRail,Delivery,70.6,2032-02-14 18:23:39,HydroGrid,0,0.89
5083,70097,Hydra Loop,36.43,116,0.497,MagRail,Health,74.5,2032-02-06 18:58:25,Solar,0,0.94
5084,85085,Solaris Sector,34.03,54,4.282,HyperLoop,Health,43.0,2032-01-19 16:44:31,Solar,1,0.94
5085,37435,Solaris Sector,35.47,66,6.275,MagRail,Leisure,75.8,2032-05-17 16:55:29,Solar,0,0.71
5086,85588,Quantum Bay,25.87,62,0.827,HoverCab,Shopping,74.7,2032-09-11 13:59:11,Wind,0,0.26
5087,16353,AeroTech District,26.66,178,4.51,Walk,Work,66.8,2032-03-28 08:54:14,Wind,0,0.78
5088,87292,Hydra Loop,29.42,133,2.853,MagRail,Leisure,84.7,2032-01-16 10:01:38,FusionCell,0,0.41
5089,84267,Quantum Bay,30.91,128,2.321,MagRail,Commute,73.5,2032-04-30 21:51:58,Wind,0,0.49
5090,86528,AeroTech District,34.6,107,0.235,Walk,Commute,69.9,2032-03-04 23:04:43,Wind,0,0.89
5091,42163,Solaris Sector,30.71,65,21.91,MagRail,Delivery,76.3,2032-02-14 22:25:36,Wind,0,0.44
5092,23846,AeroTech District,25.62,151,2.562,HyperLoop,Commute,60.5,2032-02-24 22:12:34,Wind,0,0.7
5093,51648,Quantum Bay,31.77,113,1.419,MagRail,Health,39.3,2032-09-21 09:28:42,HydroGrid,0,0.58
5094,73526,Hydra Loop,28.61,23,7.678,HyperLoop,Delivery,57.4,2032-06-25 15:30:26,FusionCell,0,0.54
5095,46218,Solaris Sector,25.15,120,2.314,Walk,Shopping,85.3,2032-07-13 12:40:30,FusionCell,0,0.85
5096,57325,Hydra Loop,28.34,35,3.231,E-Bike,Delivery,41.0,2032-01-31 20:56:29,FusionCell,0,0.82
5097,60755,Quantum Bay,34.88,42,4.798,E-Bike,Shopping,63.9,2032-01-20 15:31:40,HydroGrid,0,0.94
5098,32251,AeroTech District,34.09,155,7.848,HyperLoop,Delivery,63.6,2032-02-13 15:52:42,Wind,0,0.79
5099,90589,Solaris Sector,37.6,80,0.461,HyperLoop,Shopping,73.0,2032-10-28 04:35:55,HydroGrid,0,0.41
5100,40860,Hydra Loop,29.28,144,0.416,Walk,Shopping,80.9,2032-10-19 19:44:19,Wind,0,0.48
5101,86519,Neon Habitat,27.41,55,0.629,HoverCab,Delivery,65.9,2032-09-07 02:14:51,Wind,0,0.48
5102,79017,Quantum Bay,33.29,169,0.742,HyperLoop,Delivery,83.5,2032-04-23 07:44:06,Solar,0,0.75
5103,52217,Neon Habitat,23.59,149,0.422,MagRail,Delivery,70.1,2032-05-02 13:42:47,Solar,0,0.77
5104,26674,AeroTech District,24.64,79,5.787,HyperLoop,Shopping,72.7,2032-10-01 22:37:27,HydroGrid,0,0.55
5105,12391,Hydra Loop,27.13,160,3.128,HyperLoop,Leisure,65.9,2032-11-29 20:15:20,Solar,0,0.9
5106,96861,Solaris Sector,28.45,128,5.349,HoverCab,Commute,69.7,2032-08-24 11:23:45,FusionCell,0,0.52
5107,26150,Hydra Loop,21.43,164,1.501,HoverCab,Delivery,48.3,2032-09-24 14:48:12,Wind,0,0.53
5108,54937,Solaris Sector,27.29,44,0.148,Walk,Shopping,59.4,2032-11-17 19:37:22,FusionCell,0,0.85
5109,48196,Solaris Sector,27.92,162,2.99,HyperLoop,Shopping,64.8,2032-08-12 20:13:16,Wind,0,0.11
5110,53293,Neon Habitat,33.65,155,0.858,HoverCab,Delivery,72.5,2032-12-25 15:19:08,Solar,0,0.98
5111,15952,AeroTech District,29.15,37,1.033,MagRail,Delivery,54.9,2032-08-25 19:50:32,Solar,0,0.65
5112,41318,Hydra Loop,33.22,40,2.149,Walk,Shopping,80.0,2032-01-17 23:27:38,Solar,0,0.53
5113,18168,AeroTech District,31.86,58,5.265,Walk,Shopping,70.2,2032-03-04 01:06:04,FusionCell,0,0.66
5114,62487,AeroTech District,30.64,168,0.018,Walk,Health,62.0,2032-11-22 22:30:45,Wind,0,0.27
5115,64861,Solaris Sector,28.39,76,0.813,HyperLoop,Commute,56.2,2032-02-10 12:29:39,HydroGrid,0,0.35
5116,31815,Solaris Sector,31.01,129,1.876,HoverCab,Delivery,65.2,2032-08-09 06:33:34,FusionCell,0,0.33
5117,49657,Quantum Bay,21.5,22,0.082,MagRail,Health,78.6,2032-07-20 21:54:30,FusionCell,0,0.53
5118,21796,Hydra Loop,27.07,103,1.636,E-Bike,Leisure,60.7,2032-03-12 01:07:43,HydroGrid,0,0.8
5119,78171,Hydra Loop,24.83,92,2.908,E-Bike,Shopping,80.4,2032-12-05 16:04:41,FusionCell,0,0.56
5120,68674,Quantum Bay,30.19,99,0.207,HoverCab,Health,70.4,2032-09-07 20:46:44,Wind,0,0.45
5121,88547,Solaris Sector,23.94,54,0.543,E-Bike,Commute,54.9,2032-11-11 14:21:30,Solar,0,0.61
5122,33665,Solaris Sector,28.5,162,4.046,Walk,Health,75.8,2032-02-19 07:47:10,FusionCell,0,0.64
5123,77625,AeroTech District,33.58,100,2.662,Walk,Work,64.0,2032-12-17 21:58:14,FusionCell,0,0.74
5124,60089,Hydra Loop,30.38,130,3.958,HyperLoop,Leisure,60.4,2032-07-21 09:00:10,HydroGrid,0,0.77
5125,69195,Solaris Sector,25.74,152,5.408,HyperLoop,Health,79.5,2032-02-16 21:41:35,Wind,0,0.82
5126,18207,Neon Habitat,32.04,149,0.871,HoverCab,Work,72.9,2032-02-11 21:27:45,Solar,0,0.9
5127,87833,Solaris Sector,30.48,30,1.531,HyperLoop,Shopping,47.3,2032-10-02 04:32:24,FusionCell,0,0.7
5128,48512,Hydra Loop,36.52,41,1.673,MagRail,Shopping,63.0,2032-10-22 15:26:42,HydroGrid,0,0.13
5129,99945,Solaris Sector,26.97,157,4.624,MagRail,Shopping,58.2,2032-04-10 05:25:03,Solar,0,0.91
5130,16291,AeroTech District,26.05,51,1.54,E-Bike,Work,70.7,2032-12-23 18:38:26,Wind,0,0.75
5131,59190,Quantum Bay,28.81,74,0.464,HoverCab,Work,58.7,2032-08-17 00:06:54,Solar,0,0.25
5132,17216,AeroTech District,32.28,43,1.367,Walk,Leisure,64.7,2032-08-03 16:05:56,Wind,0,0.87
5133,23025,Quantum Bay,25.68,90,1.888,E-Bike,Leisure,63.1,2032-06-01 10:32:04,Solar,0,0.45
5134,56698,Neon Habitat,37.11,85,1.319,HoverCab,Delivery,57.4,2032-05-18 22:26:22,FusionCell,0,0.47
5135,73972,AeroTech District,24.57,161,6.231,MagRail,Work,72.6,2032-02-04 16:11:13,HydroGrid,0,0.51
5136,62707,Solaris Sector,29.17,152,4.511,HyperLoop,Leisure,58.1,2032-01-18 10:59:13,Wind,0,0.44
5137,21489,Quantum Bay,32.34,132,0.629,HoverCab,Commute,73.6,2032-08-27 23:54:58,FusionCell,0,0.66
5138,40779,Quantum Bay,32.65,56,0.385,HyperLoop,Health,54.9,2032-05-05 08:11:52,HydroGrid,0,0.97
5139,44964,AeroTech District,34.15,172,0.856,MagRail,Health,49.9,2032-07-22 23:50:39,HydroGrid,0,0.3
5140,58970,Quantum Bay,24.6,104,0.253,E-Bike,Commute,71.8,2032-06-21 12:47:42,FusionCell,0,0.18
5141,82025,Hydra Loop,23.37,25,1.807,HyperLoop,Commute,52.6,2032-05-24 18:58:22,FusionCell,0,0.44
5142,52385,Quantum Bay,24.81,78,0.293,HyperLoop,Commute,66.6,2032-08-08 13:39:21,HydroGrid,0,0.49
5143,78531,Neon Habitat,28.98,68,0.134,HyperLoop,Commute,68.4,2032-10-09 15:19:32,HydroGrid,0,0.75
5144,82079,Solaris Sector,29.35,175,7.488,Walk,Health,73.9,2032-02-07 21:28:54,FusionCell,0,0.41
5145,64552,Hydra Loop,23.88,82,8.215,HoverCab,Work,68.8,2032-12-25 17:57:47,Solar,0,0.84
5146,65476,Hydra Loop,25.09,43,7.074,HyperLoop,Delivery,60.9,2032-08-15 03:25:11,FusionCell,0,0.86
5147,99271,AeroTech District,27.49,125,2.1,E-Bike,Leisure,55.3,2032-04-23 23:30:37,HydroGrid,0,0.42
5148,89498,Neon Habitat,22.18,37,6.314,Walk,Commute,74.6,2032-10-23 23:47:00,Wind,0,0.14
5149,39258,AeroTech District,31.44,129,1.31,HyperLoop,Delivery,78.1,2032-03-16 08:05:53,HydroGrid,0,0.99
5150,37061,AeroTech District,28.15,160,2.227,MagRail,Delivery,64.2,2032-10-11 06:59:33,Wind,0,0.53
5151,28255,AeroTech District,29.48,172,3.374,E-Bike,Work,53.4,2032-11-04 03:05:46,Solar,0,0.28
5152,82808,Neon Habitat,29.88,49,0.594,Walk,Work,65.3,2032-08-13 13:23:30,Wind,0,0.65
5153,99462,Hydra Loop,32.91,97,2.866,E-Bike,Shopping,67.5,2032-12-02 18:08:20,FusionCell,0,0.82
5154,93476,Hydra Loop,22.73,44,2.357,HoverCab,Leisure,63.3,2032-09-07 11:15:12,Solar,0,0.26
5155,51165,AeroTech District,33.76,117,1.373,Walk,Health,54.0,2032-11-03 11:48:05,Solar,0,0.4
5156,60665,Hydra Loop,30.55,73,1.229,HyperLoop,Shopping,60.4,2032-12-02 10:45:33,Solar,0,0.57
5157,15978,Neon Habitat,27.66,74,0.563,HyperLoop,Delivery,71.4,2032-01-24 17:12:51,FusionCell,0,0.37
5158,19979,Hydra Loop,34.34,114,10.407,MagRail,Commute,75.1,2032-01-22 08:35:47,FusionCell,0,1.0
5159,22855,Solaris Sector,30.92,60,5.806,MagRail,Health,73.4,2032-06-07 06:24:20,Wind,0,0.29
5160,43039,Quantum Bay,33.45,159,2.201,HoverCab,Leisure,65.7,2032-01-24 00:54:03,HydroGrid,0,0.69
5161,39472,AeroTech District,28.02,135,6.188,Walk,Leisure,63.4,2032-11-30 22:07:06,Wind,0,0.17
5162,10451,Quantum Bay,27.94,173,0.242,E-Bike,Shopping,74.9,2032-11-24 12:45:31,Wind,0,0.45
5163,11041,Hydra Loop,26.78,86,1.381,HyperLoop,Work,77.7,2032-02-19 15:03:29,Wind,0,0.82
5164,96638,Hydra Loop,27.85,62,2.534,HyperLoop,Commute,72.4,2032-01-07 22:34:51,Wind,0,0.22
5165,19295,Solaris Sector,23.84,139,2.486,HoverCab,Delivery,63.6,2032-10-25 03:35:58,Wind,0,0.95
5166,74328,Solaris Sector,28.41,25,2.582,E-Bike,Commute,79.9,2032-02-03 15:06:37,FusionCell,0,0.54
5167,86009,Solaris Sector,32.78,115,2.973,HyperLoop,Leisure,60.9,2032-07-06 04:42:28,Solar,0,0.38
5168,36505,AeroTech District,26.97,75,1.499,HoverCab,Work,66.0,2032-07-25 20:24:57,HydroGrid,0,0.63
5169,72269,Hydra Loop,29.38,99,1.627,E-Bike,Work,58.4,2032-06-21 00:16:24,Solar,0,0.72
5170,69338,AeroTech District,29.63,93,0.677,HyperLoop,Work,63.4,2032-09-17 09:29:59,Solar,0,0.31
5171,93166,Hydra Loop,28.37,154,0.015,MagRail,Leisure,78.8,2032-06-15 20:13:16,FusionCell,1,0.89
5172,82224,Quantum Bay,29.02,31,2.177,E-Bike,Leisure,74.0,2032-09-19 16:19:52,HydroGrid,0,0.42
5173,11279,Solaris Sector,26.88,34,6.522,HoverCab,Work,74.4,2032-07-21 19:21:59,Solar,0,0.99
5174,78706,Hydra Loop,32.17,166,0.778,Walk,Health,59.3,2032-07-14 22:10:38,HydroGrid,0,0.26
5175,16447,Quantum Bay,32.45,144,2.147,E-Bike,Delivery,66.8,2032-02-26 19:46:04,HydroGrid,0,0.58
5176,37843,Neon Habitat,32.91,115,0.597,HoverCab,Delivery,52.2,2032-03-14 09:59:26,Wind,0,0.34
5177,89294,Hydra Loop,31.45,25,0.49,MagRail,Shopping,71.6,2032-02-25 12:55:07,FusionCell,0,0.86
5178,34797,Quantum Bay,28.15,141,0.242,E-Bike,Commute,88.2,2032-08-10 20:37:31,Solar,0,0.56
5179,69144,AeroTech District,30.35,55,0.569,Walk,Health,50.0,2032-03-10 02:15:24,FusionCell,0,0.5
5180,48115,AeroTech District,28.07,46,1.977,HyperLoop,Leisure,70.8,2032-04-18 22:34:03,Wind,0,0.5
5181,75201,Quantum Bay,26.04,99,1.808,HoverCab,Shopping,65.5,2032-07-03 05:22:43,Solar,0,0.81
5182,67743,AeroTech District,26.21,106,3.701,HyperLoop,Shopping,64.4,2032-10-14 05:53:44,Wind,0,0.65
5183,14800,AeroTech District,22.15,74,1.904,MagRail,Delivery,76.1,2032-10-24 21:47:03,Wind,0,0.28
5184,89134,Neon Habitat,27.86,158,1.632,MagRail,Work,67.0,2032-12-29 14:35:58,FusionCell,0,0.45
5185,50705,Quantum Bay,30.58,98,2.959,MagRail,Delivery,71.7,2032-12-15 12:58:10,HydroGrid,1,0.62
5186,92763,Quantum Bay,26.35,159,1.422,HyperLoop,Delivery,70.0,2032-11-14 21:20:20,FusionCell,0,0.96
5187,48816,AeroTech District,33.67,143,0.181,HoverCab,Health,75.7,2032-01-07 10:21:47,HydroGrid,0,0.2
5188,83376,Hydra Loop,27.67,110,0.803,HoverCab,Work,70.6,2032-02-10 20:25:36,HydroGrid,0,0.35
5189,12234,Hydra Loop,30.58,42,0.094,MagRail,Health,53.3,2032-01-01 04:14:28,FusionCell,0,0.32
5190,63393,Neon Habitat,27.56,164,3.539,Walk,Commute,47.6,2032-04-11 01:17:41,Wind,0,0.95
5191,64671,Quantum Bay,22.4,63,1.231,HyperLoop,Leisure,62.2,2032-01-20 20:10:48,Wind,0,0.67
5192,10771,Hydra Loop,26.84,166,0.774,E-Bike,Work,77.1,2032-10-19 05:10:29,FusionCell,0,0.21
5193,52155,AeroTech District,28.95,23,9.786,HyperLoop,Commute,56.8,2032-01-21 18:37:57,Solar,0,0.68
5194,85185,Neon Habitat,32.0,50,0.602,E-Bike,Leisure,70.9,2032-10-20 09:51:58,FusionCell,0,0.9
5195,17757,AeroTech District,34.74,143,10.769,Walk,Health,72.8,2032-05-07 00:12:20,Wind,0,0.7
5196,53383,Neon Habitat,30.88,130,4.681,Walk,Shopping,53.5,2032-08-19 19:40:10,Wind,0,0.35
5197,61665,Quantum Bay,28.94,168,2.762,E-Bike,Delivery,65.4,2032-02-17 08:11:41,Solar,0,0.4
5198,20360,Solaris Sector,34.71,98,1.878,Walk,Commute,53.3,2032-11-20 11:38:32,FusionCell,0,0.2
5199,28128,Solaris Sector,26.55,119,4.301,MagRail,Shopping,67.1,2032-12-19 22:48:27,HydroGrid,0,0.22
5200,10080,Hydra Loop,25.56,34,0.937,HoverCab,Work,58.1,2032-06-22 13:56:01,HydroGrid,0,0.61
5201,65625,Neon Habitat,23.41,156,0.192,MagRail,Health,56.4,2032-03-11 01:39:56,FusionCell,0,0.15
5202,42358,AeroTech District,33.28,128,2.309,Walk,Leisure,70.0,2032-04-11 04:17:23,Solar,0,0.43
5203,88269,Neon Habitat,28.61,149,2.71,Walk,Leisure,65.4,2032-05-13 15:40:40,Wind,0,0.86
5204,36586,Solaris Sector,26.34,135,3.604,HyperLoop,Work,64.4,2032-04-03 19:49:23,HydroGrid,0,0.31
5205,12701,Quantum Bay,28.16,38,1.286,E-Bike,Work,64.6,2032-06-14 07:05:34,Wind,0,0.78
5206,88856,Neon Habitat,29.76,179,2.759,E-Bike,Shopping,57.4,2032-09-17 20:38:30,Wind,0,0.59
5207,22659,Neon Habitat,25.19,131,0.652,HoverCab,Work,56.6,2032-02-18 14:20:19,Wind,0,0.83
5208,62347,Hydra Loop,36.79,28,0.987,MagRail,Leisure,66.0,2032-04-05 22:28:02,FusionCell,0,0.85
5209,14311,Quantum Bay,33.3,89,1.19,E-Bike,Work,69.7,2032-12-30 21:10:32,Wind,0,0.73
5210,28359,Quantum Bay,25.28,86,1.227,MagRail,Commute,46.0,2032-10-06 09:50:36,Solar,0,0.6
5211,41011,AeroTech District,22.06,130,3.681,E-Bike,Leisure,62.1,2032-02-16 13:38:32,Solar,0,0.12
